FS592 UB	989.6141	994.7246	99.9451	
FS593 UB	990.2237	996.0131	99.9944	
FS597 UB	989.8815	995.5894	99.9958	
FS598 UB	989.9961	995.8552	99.9667	
FS599 UB	989.9829	995.9406	99.9774	
FS600 UB	989.3311	995.3238	99.9611	
FS601 B	989.0908	995.3501	99.9557	
FS602 UB	989.2371	995.0450	99.9608	
FS603 UB	989.9023	995.6902	99.9350	
FS609 T	989.8853	995.5290	99.9489	
FS614 R	989.6128	995.1622	99.9725	
FS615 UB	989.6013	995.1631	99.9676	
FS616 B	988.8453	996.0338	99.9612	
FS617 UB	989.3178	995.9101	99.9922	
FS618 B	989.4531	995.0784	99.9704	
FS619 UB	989.7045	995.2736	99.9781	
FS620 R	989.3223	994.3103	99.9543	
FS621 R	989.3188	994.0657	99.9518	
FS622 UB	989.1116	994.2594	99.9518	
FS623 UB	989.4892	995.3617	99.9655	
FS624 UB	988.4370	998.9684	99.9535	
FS627 UB	988.7608	996.0929	99.9545	
FS628 UB	989.3629	996.1330	99.9974	
FS629 UB	989.0805	996.0592	99.9611	
FS630 B	989.1631	996.1559	99.9804	
FS631 B	989.0899	996.0039	99.9599	
FS632 UB	989.3583	995.9147	99.9514	
FS645 UB	992.1870	998.9827	99.9228	
FS646 UB	992.3808	999.1291	99.9319	
FS647 UB	992.0465	999.3619	99.9225	
FS648 B	992.4420	998.3346	99.9007	
FS649 B	992.3014	997.9036	99.9278	
FS650 B	992.2485	998.3797	99.9209	
FS651 B	991.9753	998.3185	99.9297	
FS652 T	991.7378	997.0322	99.9267	
FS653 UB	991.6802	996.9563	99.9250	
FS654 UB	991.6533	997.0913	99.9314	
FS655 UB	991.6572	997.0194	99.9113	
FS656 UB	992.0776	995.9913	99.9416	
FS657 B	992.0610	999.1041	99.8993	
FS658 ANK	991.6401	998.1171	99.9054	
FS659 UB	992.2146	994.2660	99.9321	
FS660 FLA	991.9579	994.4539	99.9313	
FS661 UB	992.2951	994.6169	99.9223	
FS662 CHA	991.7936	997.1441	99.9181	
FS663 UB	991.8995	997.2049	99.9202	
FS664 UB	991.7107	997.2323	99.9213	
FS665 UB	991.8792	999.2124	99.9283	
FS666 UB	991.8091	999.3215	99.9286	
FS667 UB	991.5254	997.1243	99.9180	
FS668 UB	992.3267	997.5032	99.9034	
FS669 UB	992.2215	994.8494	99.9198	
FS670 B	991.5594	999.3052	99.9178	
FS671 UB	992.1030	996.3036	99.9053	
FS672 UB	992.0701	997.0839	99.9185	
FS674 UB	992.1646	994.7182	99.9046	
FS675 UB	991.8468	997.5641	99.9031	
FS676 UB	991.4582	999.2032	99.9338	
FS677 UB	991.7333	998.9807	99.9042	
FS679 UB	991.8527	996.0843	99.8994	
FS680 UB	991.8805	996.0958	99.9037	
FS681 UB	992.0028	997.0064	99.9166	
FS682 UB	992.0920	997.0532	99.9130	
FS683 UB	991.9913	996.9238	99.9169	
FS684 UB	992.1487	994.8506	99.9125	
FS685 UB	991.4754	999.1272	99.9128	
FS686 UB	992.0414	997.0744	99.9092	
FS687 UB	991.5599	997.7715	99.9067	
FS688 B	991.7518	996.0636	99.9051	
FS691 UB	991.9469	994.3293	99.9109	
FS692 UB	991.9926	994.8150	99.8925	
FS693 UB	992.0683	998.6889	99.9011	
FS694 UB	990.6005	999.1364	99.9298	
FS695 UB	992.2076	996.9461	99.8969	
FS696 B	992.4447	998.5177	99.8960	
FS698 B	992.0265	995.2152	99.9365	
FS699 UB	992.0968	998.4213	99.9012	
FS700 B	991.9894	996.6599	99.9233	
FS701 UB	992.0636	996.5369	99.9236	
FS702 UB	991.5551	996.2764	99.9059	
FS703 CHA	992.3484	995.1691	99.9313	
